PMID	DOI	dateOfCreation	firstIndexDate	fullTextReceivedDate	dateOfRevision	electronicPublicationDate	firstPublicationDate	ML_Check	Affs
30069064	10.1038/s41431-018-0219-y	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, UK.
30206421	10.1038/s41436-018-0268-1	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
29348434	10.1038/s41467-017-01995-2	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
29358710	10.1038/s41467-017-02235-3	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany.
29371626	10.1038/s41467-017-02342-1	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology, European Molecular Biology Laboratory, Meyerhofstr. 1, Heidelberg, 69117, Germany.
29295995	10.1038/s41467-017-02391-6	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. saezrodriguez@gmail.com.
29362354	10.1038/s41467-017-02443-x	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, 22607, Hamburg, Germany. /// European Molecular Biology Laboratory (EMBL), Hamburg Outstation, Notkestrasse 85, 22607, Hamburg, Germany. r.meijers@embl-hamburg.de.
29317621	10.1038/s41467-017-02467-3	2018	2018	2018	2019	2018	2018	False	
29323112	10.1038/s41467-017-02637-3	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Unit, EMBL c/o DESY, Notkestr. 85, Hamburg, D-22603, Germany.
29440659	10.1038/s41467-017-02772-x	2018	2018	2018	2019	2018	2018	False	
29449567	10.1038/s41467-018-03106-1	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany. /// Genome Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany. martin.beck@embl.de. /// Genome Biology Unit, European Molecular Biology Laboratory, Meyerhofstraße 1, 69117, Heidelberg, Germany. mikhail.savitski@embl.de.
29491397	10.1038/s41467-018-03139-6	2018	2018	2018	2019	2018	2018	True	Electron Microscopy Core Facility, European Molecular Biology Laboratory (EMBL), 69117, Heidelberg, Germany.
29472610	10.1038/s41467-018-03149-4	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, Cambridge, CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, Cambridge, CB10 1SD, UK. marioni@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Hinxton, Cambridge, CB10 1SD, UK. oliver.stegle@ebi.ac.uk.
29563494	10.1038/s41467-018-03205-z	2018	2018	2018	2019	2018	2018	False	
29511174	10.1038/s41467-018-03206-y	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
29523789	10.1038/s41467-018-03343-4	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, Grenoble, 38000, France.
29581545	10.1038/s41467-018-03566-5	2018	2018	2018	2019	2018	2018	True	Epigenetics and Neurobiology Unit, European Molecular Biology Laboratory (EMBL), Via Ramarini 32, 00015, Monterotondo, Italy. /// Electron Microscopy Core Facility, European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// Epigenetics and Neurobiology Unit, European Molecular Biology Laboratory (EMBL), Via Ramarini 32, 00015, Monterotondo, Italy. gross@embl.it.
29662076	10.1038/s41467-018-03571-8	2018	2018	2018	2019	2018	2018	True	Advanced Light Microscopy Facility, European Molecular Biology Laboratory, Meyerhofstr. 1, 69117, Heidelberg, Germany.
29593297	10.1038/s41467-018-03641-x	2018	2018	2018	2019	2018	2018	False	
29632331	10.1038/s41467-018-03699-7	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Unit, EMBL c/o DESY, 22603, Hamburg, Germany.
29691410	10.1038/s41467-018-04049-3	2018	2018	2018	2019	2018	2018	True	Epigenetics and Neurobiology Unit, EMBL Rome, Via Ramarini 32, Monterotondo, 00015, Italy. /// Epigenetics and Neurobiology Unit, EMBL Rome, Via Ramarini 32, Monterotondo, 00015, Italy. paul.heppenstall@embl.it.
29712925	10.1038/s41467-018-04092-0	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117, Heidelberg, Germany.
29703953	10.1038/s41467-018-04142-7	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, CS 90181, Grenoble Cedex 9, 38042, France. /// European Molecular Biology Laboratory, Heidelberg, Meyerhofstraße 1, Heidelberg, 69117, Germany. /// European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, CS 90181, Grenoble Cedex 9, 38042, France. cusack@embl.fr.
29739942	10.1038/s41467-018-04214-8	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, 71 Avenue des Martyrs, 38042, Grenoble, Cedex 9, France. /// Structural and Computational Biology Unit, EMBL Heidelberg, Meyerhofstraße 1, 69117, Heidelberg, Germany.
29915221	10.1038/s41467-018-04739-y	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117, Heidelberg, Germany. martin.beck@embl.de.
29915285	10.1038/s41467-018-04754-z	2018	2018	2018	2019	2018	2018	True	EMBL Heidelberg, Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// EMBL Heidelberg, Meyerhofstrasse 1, 69117, Heidelberg, Germany. stefano.derenzis@embl.de.
29946118	10.1038/s41467-018-04871-9	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, 69117, Germany.
29934552	10.1038/s41467-018-04919-w	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, CB10 1SD, Cambridge, United Kingdom. /// European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, CB10 1SD, Cambridge, United Kingdom. julio.saez@bioquant.uni-heidelberg.de. /// European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Meyerhofstrasse 1, 69117, Heidelberg, Germany. merten@embl.de.
29991676	10.1038/s41467-018-05083-x	2018	2018	2018	2019	2018	2018	False	
30054465	10.1038/s41467-018-05278-2	2018	2018	2018	2019	2018	2018	False	
30093619	10.1038/s41467-018-05644-0	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, 71 Avenue des Martyrs, CS 90181, 38042, Grenoble, France.
30139972	10.1038/s41467-018-05811-3	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. julio.saez@bioquant.uni-heidelberg.de. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK. oliver.stegle@embl.de.
30327475	10.1038/s41467-018-06230-0	2018	2018	2018	2019	2018	2018	True	Epigenetics and Neurobiology Unit, European Molecular Biology Laboratory (EMBL), via Ramarini 32, 00015, Rome, Italy.
30275468	10.1038/s41467-018-06353-4	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, Heidelberg, D69117, Germany. /// European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, Heidelberg, D69117, Germany. gavin@embl.de.
30279485	10.1038/s41467-018-06451-3	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, 71 Avenue des Martyrs, CS 90181, 38042, Grenoble, Cedex 9, France. /// European Molecular Biology Laboratory, Structural and Computational Biology Unit, Meyerhofstraße 1, 69117, Heidelberg, Germany. /// European Molecular Biology Laboratory, 71 Avenue des Martyrs, CS 90181, 38042, Grenoble, Cedex 9, France. cusack@embl.fr.
30297836	10.1038/s41467-018-06542-1	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1SD, UK.
30352994	10.1038/s41467-018-06557-8	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117, Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Meyerhofstrasse 1, 69117, Heidelberg, Germany. hentze@embl.de.
30356040	10.1038/s41467-018-06826-6	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstraße 1, 69117, Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstraße 1, 69117, Heidelberg, Germany. christoph.mueller@embl.de.
30451822	10.1038/s41467-018-07268-w	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstraße 1, D69117, Heidelberg, Germany.
30451828	10.1038/s41467-018-07307-6	2018	2018	2018	2019	2018	2018	False	
30464203	10.1038/s41467-018-07392-7	2018	2018	2018	2019	2018	2018	False	
30478315	10.1038/s41467-018-07453-x	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Structural and Computational Biology Unit, Meyerhofstrasse 1, D-69117, Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), European Bioinformatics Institute (EBI), Cambridge, CB10 1SD, UK.
30487638	10.1038/s41467-018-07504-3	2018	2018	2018	2019	2018	2018	False	
30568163	10.1038/s41467-018-07620-0	2018	2018	2018	2019	2018	2018	False	
30559361	10.1038/s41467-018-07771-0	2018	2018	2018	2019	2018	2018	False	
30568191	10.1038/s41467-018-07797-4	2018	2018	2018	2019	2018	2018	False	
30575724	10.1038/s41467-018-07847-x	2018	2018	2018	2019	2018	2018	False	
30083389	10.1038/s41540-018-0062-3	2018	2018	2018	2018	2018	2018	True	2European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD UK.
29311656	10.1038/s41556-017-0013-z	2018	2018	2018	2019	2018	2018	True	EMBL-European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, UK.
29531309	10.1038/s41556-018-0056-9	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30013109	10.1038/s41556-018-0132-1	2018	2018		2019	2018	2018	False	
29434351	10.1038/s41559-018-0473-y	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, UK.
29915345	10.1038/s41559-018-0587-2	2018	2018		2019	2018	2018	False	
30135501	10.1038/s41559-018-0641-0	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, Developmental Biology Unit, Heidelberg, Germany. t.brunet@berkeley.edu. /// European Molecular Biology Laboratory, Developmental Biology Unit, Heidelberg, Germany. arendt@embl.de.
29556107	10.1038/s41564-018-0123-9	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory, Heidelberg, Germany. /// EMBL-EBI, Wellcome Trust Genome Campus, Cambridge, United Kingdom. /// European Molecular Biology Laboratory, Heidelberg, Germany. bork@embl.de. /// European Molecular Biology Laboratory, Heidelberg, Germany. typas@embl.de. /// European Molecular Biology Laboratory, Heidelberg, Germany. patil@embl.de.
30349083	10.1038/s41564-018-0257-9	2018	2018		2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
31007706	10.1038/s41567-018-0187-8	2019	2019	2019	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
30293088	10.1038/s41568-018-0060-1	2018	2018	2019	2019		2018	False	
30356209	10.1038/s41574-018-0105-2	2018	2018		2019		2018	True	European Molecular Biology Laboratory (EMBL), Cell Biology and Biophysics Unit, Heidelberg, Germany. schulcar@ohsu.edu.
29626206	10.1038/s41576-018-0005-2	2018	2018	2019	2019		2018	True	European Molecular Biology Laboratory - European Bioinformatics Institute, Wellcome Trust Genome Campus, Hinxton, Cambridge, UK. tmeehan@ebi.ac.uk.
29795125	10.1038/s41576-018-0017-y	2018	2018	2019	2019		2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK.
29973719	10.1038/s41586-018-0278-9	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany. /// European Molecular Biology Laboratory, Structural & Computational Biology Unit, Heidelberg, Germany. /// European Molecular Biology Laboratory, Genome Biology Unit, Heidelberg, Germany. typas@embl.de.
29988082	10.1038/s41586-018-0317-6	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute EMBL-EBI, Wellcome Genome Campus, Hinxton, UK.
30069051	10.1038/s41586-018-0386-6	2018	2018		2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. bork@embl.de.
30069050	10.1038/s41586-018-0396-4	2018	2018	2019	2019	2018	2018	True	Structural and Computational Biology Unit, EMBL, Heidelberg, Germany.
30202089	10.1038/s41586-018-0518-z	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Heidelberg, Germany. jan.ellenberg@embl.de.
30224749	10.1038/s41586-018-0526-z	2018	2018	2019	2019	2018	2018	False	
30323286	10.1038/s41586-018-0621-1	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble, France. /// European Molecular Biology Laboratory, Grenoble, France. daniel.panne@le.ac.uk.
30356220	10.1038/s41586-018-0657-2	2018	2018	2019	2019	2018	2018	True	EMBL- European Bioinformatics Institute, Cambridge, UK.
29700475	10.1038/s41588-018-0090-3	2018	2018	2018	2019	2018	2018	True	Statistical Genomics and Systems Genetics, European Bioinformatics Institute (EMBL-EBI), Cambridge, UK.
30158686	10.1038/s41588-018-0198-5	2018	2018		2019		2018	True	Developmental Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. /// Developmental Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany. justin.crocker@embl.de.
30275530	10.1038/s41588-018-0223-8	2018	2018	2019	2020	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. tk2@ebi.ac.uk.
30397333	10.1038/s41588-018-0262-1	2018	2018	2019	2019	2018	2018	False	
30478441	10.1038/s41588-018-0271-0	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, UK. oliver.stegle@embl.de.
30013148	10.1038/s41590-018-0160-9	2018	2018	2019	2020	2018	2018	False	
29785028	10.1038/s41591-018-0028-4	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, UK.
29786091	10.1038/s41592-018-0010-6	2018	2018		2019	2018	2018	False	
29988096	10.1038/s41592-018-0045-8	2018	2018		2019	2018	2018	False	
30171252	10.1038/s41592-018-0085-0	2018	2018	2019	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30127504	10.1038/s41592-018-0105-0	2018	2018	2019	2019	2018	2018	True	Cell Biology and Biophysics Unit, European Molecular Biology Laboratory (EMBL), Heidelberg, Germany.
30202058	10.1038/s41592-018-0121-0	2018	2018	2019	2019	2018	2018	False	
30377375	10.1038/s41592-018-0195-8	2018	2018	2019	2019		2018	True	European Molecular Biology Laboratory, Heidelberg, Germany. jan.ellenberg@embl.de. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. brazma@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge, UK. birney@ebi.ac.uk.
30455454	10.1038/s41593-018-0266-2	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany. /// European Molecular Biology Laboratory (EMBL), Genome Biology Unit, Heidelberg, Germany. noh@embl.de.
29434345	10.1038/s41594-018-0029-5	2018	2018	2018	2019	2018	2018	True	EMBL-European Bioinformatics Institute, Wellcome Trust Genome Campus, Cambridge, UK.
29483647	10.1038/s41594-018-0032-x	2018	2018		2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Mouse Biology Unit, Monterotondo Scalo, Italy.
29728652	10.1038/s41594-018-0058-0	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute, Hinxton, UK.
30104661	10.1038/s41594-018-0106-9	2018	2018		2019	2018	2018	True	EMBL, European Bioinformatics Institute (EBI), Hinxton, UK.
30275516	10.1038/s41594-018-0131-8	2018	2018	2019	2019	2018	2018	False	
30510221	10.1038/s41594-018-0156-z	2018	2018	2019	2019	2018	2018	True	European Molecular Biology Laboratory (EMBL), Grenoble, France.
30323186	10.1038/s41596-018-0052-3	2018	2018		2019		2018	False	
30382244	10.1038/s41596-018-0064-z	2018	2018		2019		2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Heidelberg, Germany.
29358629	10.1038/s41598-017-14403-y	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory (EMBL), Genome Biology Unit, 69117, Heidelberg, Germany.
29330362	10.1038/s41598-017-18400-z	2018	2018	2018	2018	2018	2018	True	European Bioinformatics Institute, EMBL-EBI, Wellcome Genome Campus, Hinxton, Cambridgeshire, CB10 1SD, UK.
29330484	10.1038/s41598-017-19100-4	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom. /// European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom. taplon@utu.fi.
29379047	10.1038/s41598-018-19820-1	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute (EMBL-EBI,) Welcome Trust Genome Campus, CB10 1SD, Cambridge, United Kingdom.
29391434	10.1038/s41598-018-20252-0	2018	2018	2018	2019	2018	2018	False	
29422612	10.1038/s41598-018-20518-7	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, 69117, Heidelberg, Germany.
29410448	10.1038/s41598-018-20827-x	2018	2018	2018	2018	2018	2018	False	
29487294	10.1038/s41598-018-21541-4	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, 69117, Heidelberg, Germany.
29531348	10.1038/s41598-018-22145-8	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Outstation, c/o DESY, Notkestrasse 85, Hamburg, 22603, Germany.
29556065	10.1038/s41598-018-23106-x	2018	2018	2018	2019	2018	2018	True	EMBL-EBI, Wellcome Trust Genome Campus, Cambridge, CB10 1 SD, United Kingdom.
29572554	10.1038/s41598-018-23516-x	2018	2018	2018	2019	2018	2018	False	
29654251	10.1038/s41598-018-24341-y	2018	2018	2018	2019	2018	2018	True	EMBL-EBI Wellcome Trust Genome Campus, Hinxton, United Kingdom.
29713020	10.1038/s41598-018-25076-6	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory - European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. francesco.iorio@sanger.ac.uk. /// European Molecular Biology Laboratory - European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. /// European Molecular Biology Laboratory - European Bioinformatics Institute, Wellcome Genome Campus, Cambridge, CB10 1SD, UK. saezrodriguez@gmail.com.
29844324	10.1038/s41598-018-25947-y	2018	2018	2018	2019	2018	2018	False	
29941893	10.1038/s41598-018-27890-4	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Grenoble Outstation, Grenoble, France. /// European Molecular Biology Laboratory, Grenoble Outstation, Grenoble, France. cusack@embl.fr.
30006625	10.1038/s41598-018-28764-5	2018	2018	2018	2019	2018	2018	False	
30050042	10.1038/s41598-018-29590-5	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory, Meyerhofstrasse 1, 69117, Heidelberg, Germany.
30089873	10.1038/s41598-018-30351-7	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute (EMBL-EBI), European Molecular Biology Laboratory, Wellcome Trust Genome Campus, Hinxton, Cambridge, CB10 1SD, United Kingdom.
30104685	10.1038/s41598-018-30509-3	2018	2018	2018	2019	2018	2018	True	Genome Biology Unit, EMBL, Heidelberg, Germany.
30150752	10.1038/s41598-018-30788-w	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratories, Grenoble, France.
30202032	10.1038/s41598-018-31634-9	2018	2018	2018	2019	2018	2018	True	Integrated Structural Biology Grenoble (ISBG) CNRS, CEA, Université Grenoble Alpes, EMBL, 71 avenue des Martyrs, F-38042, Grenoble, France.
30202034	10.1038/s41598-018-31659-0	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, EMBL-EBI, Wellcome Trust Genome Campus, Hinxton, CB10 1SD, UK.
30258106	10.1038/s41598-018-32694-7	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, Hamburg Unit, Notkestrasse 85, 22607, Hamburg, Germany.
30531914	10.1038/s41598-018-35792-8	2018	2018	2018	2019	2018	2018	True	Epigenetics and Neurobiology Unit, European Molecular Biology Laboratory (EMBL), Rome, Via E. Ramarini 32 Monterotondo (Rome), Italy.
30320231	10.1038/s42003-018-0155-y	2018	2018	2018	2020	2018	2018	False	
31924853	10.1038/s42003-018-0203-7	2020	2020		2020	2018	2018	True	European Molecular Biology Laboratory Hamburg, Notkestrasse 85, 22607, Hamburg, Germany.
30588515	10.1038/s42003-018-0226-0	2018	2019	2018	2020	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, Cambridge, CB10 1 SD, UK.
30351302	10.1038/sdata.2018.230	2018	2018	2018	2019	2018	2018	True	European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Hinxton, Cambridge CB10 1SD, United Kingdom.
30457569	10.1038/sdata.2018.258	2018	2018	2018	2019	2018	2018	False	
29737976	10.1038/sdata.2018.29	2018	2018	2018	2020	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Trust Genome Campus, Hinxton, Cambridgeshire CB10 1SD, UK.
29537396	10.1038/sdata.2018.39	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory (EMBL-EBI), Cambridge, CB10 1SD, UK.
29363688	10.1039/c7cc07740h	2018	2018		2018	2018	2018	False	
29570196	10.1039/c7mo00050b	2018	2018		2018	2018	2018	False	
29517086	10.1039/c7nr03875e	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, 71 Avenue des Martyrs, 38000 Grenoble, France and Faculty of Natural Sciences, Keele University, Staffordshire, ST5 5BG, UK.
NA	10.1039/c8gc01531g							NA	NA
30113617	10.1039/c8mo00130h	2018	2018		2018		2018	False	
30211424	10.1039/c8sm01167b	2018	2018		2018		2018	False	
NA	10.1042/BCJ20180750							NA	NA
NA	10.1042/BST20170240							NA	NA
29626148	10.1042/BST20170427	2018	2018	2018	2018	2018	2018	True	European Molecular Biology Laboratory, 71 Avenue des Martyrs, 38042 Grenoble, France.
30315098	10.1042/EBC20180008	2018	2018	2018	2019	2018	2018	True	Structural and Computational Biology Unit, European Molecular Biology Laboratory (EMBL), Heidelberg 69117, Germany gavin@embl.de.
30072490	10.1042/EBC20180019	2018	2018	2018	2019	2018	2018	True	European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, U.K. invergo@ebi.ac.uk. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Wellcome Genome Campus, Cambridge CB10 1SD, U.K.
30165050	10.1053/j.gastro.2018.08.036	2018	2018	2019	2019	2018	2018	True	Medical Research Council Cancer Unit, Hutchison/Medical Research Council Research Centre, University of Cambridge, Cambridge, United Kingdom; European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, United Kingdom. /// European Molecular Biology Laboratory, European Bioinformatics Institute (EMBL-EBI), Hinxton, United Kingdom.
30304655	10.1056/NEJMoa1716614	2018	2018	2020	2020		2018	True	From the Wellcome-MRC Cambridge Stem Cell Institute and Cambridge Institute for Medical Research (J.G., C.E.M., F.L.N., A.R.G., P.J.C.), the Department of Haematology, University of Cambridge (J.G., E.J.B., C.M., J.C., C.E.M., F.L.N., A.R.G.), and the Department of Haematology, Cambridge University Hospitals NHS Foundation Trust (J.G., E.J.B., A.L.G., C.M., J.C., A.R.G.), Cambridge, Wellcome Trust Sanger Institute, Wellcome Trust Genome Campus (J.N., D.C.W., N.A., E.P., G.G., L.O., S.O., J.W.T., A.P.B., N.W., P.J.C.), and the European Molecular Biology Laboratory, European Bioinformatics Institute (R.C., M.G.), Hinxton, Big Data Institute, University of Oxford, Oxford (D.C.W.), the Department of Haematology, Queen's University Belfast, Belfast (M.F.M.), and the Department of Haematology, Guy's and St. Thomas' NHS Foundation Trust, London (C.N.H.) - all in the United Kingdom; the Center for Molecular Oncology and the Department of Epidemiology and Biostatistics, Memorial Sloan Kettering Cancer Center, New York (E.P., G.G.); the Department of Hematology, Zealand University Hospital, Roskilde, and the University of Copenhagen, Copenhagen (C.L.A., H.C.H.); and the Department of Experimental and Clinical Medicine, Center of Research and Innovation of Myeloproliferative Neoplasms, Azienda Ospedaliera Universitaria Careggi, University of Florence, Florence, Italy (P.G., A.M.V.).
30280646	10.1056/NEJMoa1800474	2018	2018	2018	2018	2018	2018	False	
